"","address","nhood","lat","long","month","year","block","street_name","street_type"
"16218","1800 Block Of 39th  Avenue","Sunset/Parkside","37.75236100511","-122.497836469413","6","2014","1800","39th","Avenue"
"16219","2300 Block Of Polk  Street","Russian Hill","37.7982932649884","-122.422242363203","3","2015","2300","Polk","Street"
"16220","100 Block Of Bartlett  Street","Mission","37.7545677157908","-122.419781695601","4","2018","100","Bartlett","Street"
"16221","300 Block Of Arballo  Drive","Lakeshore","37.7201216986585","-122.483037116654","10","2013","300","Arballo","Drive"
"16223","700 Block Of Broderick  Street","Western Addition","37.7771153873073","-122.43993557773","5","2015","700","Broderick","Street"
"16225","1700 Block Of Mission  Street","Mission","37.7695795081261","-122.420155600395","10","2017","1700","Mission","Street"
"16227","2500 Block Of Fillmore  Street","Pacific Heights","37.7929094609324","-122.434645693272","6","2017","2500","Fillmore","Street"
"16228","200 Block Of Mangels  Avenue","West of Twin Peaks","37.7330928285406","-122.443161357225","8","2012","200","Mangels","Avenue"
"16229","200 Block Of Waterville  Street","Bayview Hunters Point","37.7317093752631","-122.402302599419","11","2015","200","Waterville","Street"
"16233","0 Block Of Retiro  Way","Marina","37.8050442498899","-122.438164470156","1","2013","0","Retiro","Way"
"16236","1600 Block Of Page  Street","Haight Ashbury","37.7708327646316","-122.447945308164","11","2012","1600","Page","Street"
"16242","0 Block Of Riverton  Drive","Sunset/Parkside","37.7328002790606","-122.487195293546","4","2015","0","Riverton","Drive"
"16243","1000 Block Of Hollister  Avenue","Bayview Hunters Point","37.7192137954609","-122.391491187014","8","2017","1000","Hollister","Avenue"
"16245","2000 Block Of Sutter  Street","Pacific Heights","37.7859808205901","-122.434094623022","11","2011","2000","Sutter","Street"
"16246","600 Block Of Fell  Street","Hayes Valley","37.7752142466097","-122.428544955372","3","2018","600","Fell","Street"
"16247","1200 Block Of Willard  Street","Inner Sunset","37.765699199096","-122.454498470278","5","2017","1200","Willard","Street"
"16249","600 Block Of Webster  Street","Hayes Valley","37.7762771458184","-122.429609607355","9","2013","600","Webster","Street"
"16250","100 Block Of Steiner  Street","Hayes Valley","37.7702679096292","-122.431763973342","3","2015","100","Steiner","Street"
"16251","3800 Block Of Scott  Street","Marina","37.8053186737904","-122.442219164834","9","2016","3800","Scott","Street"
"16253","3000 Block Of Sacramento  Street","Pacific Heights","37.7886754709307","-122.4431186751","11","2012","3000","Sacramento","Street"
"16255","300 Block Of Surrey  Street","Glen Park","37.7359073233263","-122.436908457597","2","2017","300","Surrey","Street"
"16257","100 Block Of Lexington  Street","Mission","37.7609475242044","-122.420736134216","6","2013","100","Lexington","Street"
"16258","300 Block Of London  Street","Excelsior","37.7235400542476","-122.434620947176","10","2013","300","London","Street"
"16259","1600 Block Of Grove  Street","Lone Mountain/USF","37.7751908098526","-122.443769154485","9","2014","1600","Grove","Street"
"16263","1100 Block Of Pacific  Avenue","Nob Hill","37.7959231135117","-122.414641466209","6","2014","1100","Pacific","Avenue"
"16268","300 Block Of Font  Boulevard","Lakeshore","37.7171428891175","-122.476702237782","8","2014","300","Font","Boulevard"
"16269","500 Block Of Gonzalez  Drive","Lakeshore","37.7161426415235","-122.478808588133","6","2018","500","Gonzalez","Drive"
"16270","0 Block Of Sierra  Street","Potrero Hill","37.7583235856374","-122.395619947829","7","2012","0","Sierra","Street"
"16271","1200 Block Of Sacramento  Street","Nob Hill","37.7924474751445","-122.413471463536","8","2018","1200","Sacramento","Street"
"16273","1100 Block Of Mission  Street","South of Market","37.7777513747528","-122.412785519962","5","2014","1100","Mission","Street"
"16275","800 Block Of Clay  Street","Chinatown","37.7941226560182","-122.40741313365","4","2018","800","Clay","Street"
"16278","2000 Block Of Polk  Street","Russian Hill","37.7954863739253","-122.421675461222","1","2015","2000","Polk","Street"
"16279","1400 Block Of 31st  Avenue","Sunset/Parkside","37.7601994513352","-122.489787727774","4","2012","1400","31st","Avenue"
"16280","500 Block Of 36th  Avenue","Outer Richmond","37.7785894136003","-122.496451642442","11","2018","500","36th","Avenue"
"16281","600 Block Of Burnett  Avenue","Twin Peaks","37.7513491154855","-122.444533936888","9","2016","600","Burnett","Avenue"
"16282","800 Block Of Bush  Street","Nob Hill","37.7898456683357","-122.411254558382","6","2012","800","Bush","Street"
"16284","600 Block Of Scott  Street","Hayes Valley","37.7756718829272","-122.436223552614","5","2013","600","Scott","Street"
"16285","0 Block Of Pearl  Street","Mission","37.7710151047044","-122.42393954602","11","2015","0","Pearl","Street"
"16286","3800 Block Of 21st  Street","Noe Valley","37.7561597418629","-122.433438587329","11","2012","3800","21st","Street"
"16289","3600 Block Of Ulloa  Street","Sunset/Parkside","37.7403090053102","-122.495384323806","7","2016","3600","Ulloa","Street"
"16290","1000 Block Of Powell  Street","Chinatown","37.794294376441","-122.40963131375","5","2012","1000","Powell","Street"
"16294","300 Block Of Shotwell  Street","Mission","37.7628345705712","-122.416152628988","6","2014","300","Shotwell","Street"
"16297","1400 Block Of 21st  Avenue","Sunset/Parkside","37.7606716694828","-122.479070763913","3","2012","1400","21st","Avenue"
"16298","5700 Block Of California  Street","Outer Richmond","","","12","2014","5700","California","Street"
"16299","700 Block Of Niagara  Avenue","Oceanview/Merced/Ingleside","37.7206473824719","-122.450515201478","6","2017","700","Niagara","Avenue"
"16301","800 Block Of Ashbury  Street","Haight Ashbury","37.7662182225029","-122.446165950968","4","2014","800","Ashbury","Street"
"16304","600 Block Of Fell  Street","Hayes Valley","37.7752142466097","-122.428544955372","8","2014","600","Fell","Street"
"16305","700 Block Of 20th  Avenue","Outer Richmond","37.7737478340675","-122.478904323129","5","2014","700","20th","Avenue"
"16308","1800 Block Of 16th  Avenue","Inner Sunset","37.7534503798589","-122.47319774231","11","2013","1800","16th","Avenue"
"16309","1200 Block Of 29th  Avenue","Sunset/Parkside","37.7640302822436","-122.487903070539","12","2014","1200","29th","Avenue"
"16310","0 Block Of Turk  Street","Tenderloin","37.7833320081752","-122.409842741696","2","2018","0","Turk","Street"
"16311","300 Block Of Leavenworth  Street","Tenderloin","37.7841904613496","-122.414335886301","10","2016","300","Leavenworth","Street"
"16313","800 Block Of Taylor  Street","Nob Hill","37.7903986156023","-122.412210254451","5","2016","800","Taylor","Street"
"16314","1000 Block Of Post  Street","Tenderloin","37.7869327392576","-122.419099466609","5","2015","1000","Post","Street"
"16315","4100 Block Of Lincoln  Way","Sunset/Parkside","37.7642973340847","-122.502435471113","2","2015","4100","Lincoln","Way"
"16318","900 Block Of Minnesota  Street","Potrero Hill","37.7591251051842","-122.390332167177","9","2012","900","Minnesota","Street"
"16319","600 Block Of Greenwich  Street","North Beach","37.8021377294463","-122.410901568287","10","2014","600","Greenwich","Street"
"16323","2100 Block Of Stockton  Street","North Beach","37.8055629421339","-122.410217216647","4","2014","2100","Stockton","Street"
"16324","1300 Block Of York  Street","Mission","37.7504570138938","-122.407960601998","5","2013","1300","York","Street"
"16325","300 Block Of Bartlett  Street","Mission","37.7513720107988","-122.419478523553","7","2013","300","Bartlett","Street"
"16327","0 Block Of Stoneyford  Avenue","Excelsior","37.7302784857231","-122.42101194199","4","2015","0","Stoneyford","Avenue"
"16329","400 Block Of Jones  Street","Tenderloin","37.785087347","-122.41282708385","7","2018","400","Jones","Street"
"16330","2900 Block Of Van Ness  Avenue","Russian Hill","37.8027311767557","-122.424927777199","7","2017","2900","Van Ness","Avenue"
"16332","0 Block Of Chumasero  Drive","Lakeshore","37.7132784582678","-122.472924130809","8","2017","0","Chumasero","Drive"
"16334","600 Block Of Connecticut  Street","Potrero Hill","37.7586924073031","-122.397126078317","4","2012","600","Connecticut","Street"
"16340","2200 Block Of 36th  Avenue","Sunset/Parkside","37.7450454089855","-122.49410270573","3","2015","2200","36th","Avenue"
"16342","400 Block Of Ellis  Street","Tenderloin","37.7847531551863","-122.413604475311","4","2015","400","Ellis","Street"
"16344","300 Block Of Ney  Street","Excelsior","37.7302195454297","-122.424435528577","5","2017","300","Ney","Street"
"16347","300 Block Of Castro  Street","Castro/Upper Market","37.7637825553031","-122.435287979151","2","2015","300","Castro","Street"
"16350","400 Block Of Eddy  Street","Tenderloin","","","9","2014","400","Eddy","Street"
"16351","100 Block Of Bernard  Street","Nob Hill","37.7962132123391","-122.415917863205","1","2015","100","Bernard","Street"
"16353","1600 Block Of Golden Gate  Avenue","Western Addition","37.7788850662419","-122.437295895375","6","2015","1600","Golden Gate","Avenue"
"16357","500 Block Of Battery  Street","Financial District/South Beach","37.796325923258","-122.400583436818","10","2014","500","Battery","Street"
"16358","400 Block Of Arballo  Drive","Lakeshore","37.7194512152977","-122.483081566263","2","2017","400","Arballo","Drive"
"16359","1100 Block Of Hollister  Avenue","Bayview Hunters Point","37.7202708100005","-122.39335359297","4","2017","1100","Hollister","Avenue"
"16360","1200 Block Of Buchanan  Street","Western Addition","37.7816381365926","-122.428998263499","11","2012","1200","Buchanan","Street"
"16361","200 Block Of Chattanooga  Street","Noe Valley","37.7525654250514","-122.426405369905","8","2012","200","Chattanooga","Street"
"16362","400 Block Of Ofarrell  Street","Tenderloin","37.7859445814449","-122.411736546098","4","2016","400","Ofarrell","Street"
"16367","3100 Block Of Castro  Street","Glen Park","37.7349245040839","-122.432450625703","5","2016","3100","Castro","Street"
"16368","3200 Block Of 21st  Street","Mission","37.7569587552659","-122.420174720794","3","2014","3200","21st","Street"
"16369","500 Block Of Laidley  Street","Glen Park","37.7355482161949","-122.431624667179","10","2011","500","Laidley","Street"
"16373","200 Block Of North Point  Street","North Beach","37.8068604989503","-122.41131949115","6","2013","200","North Point","Street"
"16374","2800 Block Of San Jose  Avenue","Oceanview/Merced/Ingleside","37.7128177408274","-122.454103943089","8","2013","2800","San Jose","Avenue"
"16376","2300 Block Of Bryant  Street","Mission","37.7567946775261","-122.409524293361","5","2018","2300","Bryant","Street"
"16377","1300 Block Of Gilman  Avenue","Bayview Hunters Point","37.721937184754","-122.394668576409","2","2016","1300","Gilman","Avenue"
"16380","500 Block Of Octavia  Street","Hayes Valley","37.777370760959","-122.424763220687","12","2014","500","Octavia","Street"
"16381","1400 Block Of Guerrero  Street","Noe Valley","37.7475873623946","-122.422486397322","7","2015","1400","Guerrero","Street"
"16382","900 Block Of Taylor  Street","Nob Hill","37.7911499288297","-122.412363534767","5","2018","900","Taylor","Street"
"16384","0 Block Of Harrington  Street","Outer Mission","37.7256169858308","-122.435349430863","12","2014","0","Harrington","Street"
"16385","1500 Block Of Greenwich  Street","Marina","37.8003106405194","-122.425179960125","1","2016","1500","Greenwich","Street"
"16386","100 Block Of Wilde  Avenue","Visitacion Valley","37.7164456042383","-122.400611730591","8","2015","100","Wilde","Avenue"
"16388","1300 Block Of Lombard  Street","Russian Hill","37.8014511548389","-122.423727408947","5","2018","1300","Lombard","Street"
"16390","2000 Block Of Noriega  Street","Sunset/Parkside","37.7538391158671","-122.485581373941","9","2017","2000","Noriega","Street"
"16392","900 Block Of Sunnydale  Avenue","Visitacion Valley","37.710477140424","-122.410895014142","5","2018","900","Sunnydale","Avenue"
"16396","1000 Block Of Eddy  Street","Western Addition","37.7822670053736","-122.425752304331","7","2014","1000","Eddy","Street"
"16397","100 Block Of Red Rock  Way","Noe Valley","37.7460270934303","-122.442264743654","9","2017","100","Red Rock","Way"
"16399","800 Block Of Clayton  Street","Haight Ashbury","37.7656054759009","-122.447729208423","6","2018","800","Clayton","Street"
"16402","2300 Block Of Larkin  Street","Russian Hill","37.7994367455478","-122.420785719407","10","2012","2300","Larkin","Street"
"16403","300 Block Of Silver  Avenue","Excelsior","37.7285443676901","-122.429994725329","8","2014","300","Silver","Avenue"
"16404","17000 Block Of Noe  Street","Castro/Upper Market","37.7662618295373","-122.433293689634","3","2014","17000","Noe","Street"
"16406","1400 Block Of Franklin  Street","Western Addition","37.7875721858489","-122.423450783287","4","2018","1400","Franklin","Street"
"16407","1600 Block Of Ocean  Avenue","Oceanview/Merced/Ingleside","37.724584869251","-122.459592299063","3","2015","1600","Ocean","Avenue"
"16408","1300 Block Of Kansas  Road","Potrero Hill","37.7525983543063","-122.402375396154","11","2014","1300","Kansas","Road"
"16410","500 Block Of College  Avenue","Bernal Heights","37.7325693599017","-122.423588643842","2","2015","500","College","Avenue"
"16411","100 Block Of Naples  Street","Excelsior","37.726298097919","-122.42709398613","7","2017","100","Naples","Street"
"16412","0 Block Of Oneida  Avenue","Outer Mission","37.7206506341652","-122.439587745655","10","2014","0","Oneida","Avenue"
"16414","700 Block Of Hampshire  Street","Mission","37.7599531205938","-122.408002074869","4","2015","700","Hampshire","Street"
"16415","300 Block Of Arballo  Drive","Lakeshore","37.7201216986585","-122.483037116654","11","2016","300","Arballo","Drive"
"16417","600 Block Of Fell  Street","Hayes Valley","37.7752142466097","-122.428544955372","11","2016","600","Fell","Street"
"16418","0 Block Of Meadowbrook  Drive","Sunset/Parkside","37.7332728946329","-122.484584593505","6","2015","0","Meadowbrook","Drive"
"16419","1300 Block Of Union  Street","Russian Hill","37.7988663200549","-122.421512878446","9","2015","1300","Union","Street"
"16420","2700 Block Of San Bruno  Avenue","Portola","37.7270337915711","-122.403347597972","4","2018","2700","San Bruno","Avenue"
"16422","100 Block Of Portola  Drive","Noe Valley","37.748473813226","-122.444213475883","8","2014","100","Portola","Drive"
"16423","1600 Block Of 32nd  Avenue","Sunset/Parkside","37.7564231259874","-122.490599100617","12","2016","1600","32nd","Avenue"
"16425","300 Block Of Monterey  Boulevard","West of Twin Peaks","37.7315250871435","-122.443153565321","4","2015","300","Monterey","Boulevard"
